"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Social sciences","Political science","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-6","mailto: study.socialsciences@uwr.edu.pl","English"
"Social sciences","Political science","Master's Programme","full-time programme","University of Humanities and Economics in Lodz","https://study.gov.pl/university/university%20of%20humanities%20and%20economics%20in%20lodz","https://study.gov.pl/university-humanities-and-economics-lodz-3","mailto:study@ahe.lodz.pl","English"
"Social sciences","Political science","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-18","mailto:study.socialsciences@uwr.edu.pl","English"
"Technological sciences","Power engineering","Bachelor Programme","full-time programme","Gdańsk University of Technology","http://www.pg.edu.pl","https://study.gov.pl/gdansk-university-technology-4","mailto:study@pg.edu.pl","English"
"Technological sciences","Power engineering","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-6","mailto:study@polsl.pl","English"
"Science","Power engineering","Bachelor Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-5","mailto:study@polsl.pl","English"
"Technological sciences","Power engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-3","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Power engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-2","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Power engineering","Bachelor Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-16","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Power engineering","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-17","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Power engineering","Bachelor Programme","full-time programme","Gdańsk University of Technology","http://www.pg.edu.pl","https://study.gov.pl/gdansk-university-technology-4","mailto:study@pg.edu.pl","English"
"Medical, health and sport sciences","Preparatory course in English","Non-degree programme","full-time programme","Medical University of Lodz","https://go-poland.pl/university/medical-university-lodz","https://study.gov.pl/medical-university-lodz-1","mailto:admission@umed.lodz.pl","English"
"Humanities","Preparatory course in English","Non-degree programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-10","mailto:admissions.prep@swps.edu.pl","English"
"Humanities","Preparatory course in Polish","Non-degree programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-11","mailto:admissions.prep@swps.edu.pl","English"
"Arts","Preparatory course in Polish","Non-degree programme","full-time programme","University of Lodz","https://go-poland.pl/university/university-lodz","https://study.gov.pl/university-lodz-21","mailto:sjpdc@uni.lodz.pl","English"
"Social sciences","Product manager","Bachelor Programme","full-time programme","Poznan University of Economics and Business","https://study.gov.pl/../university/poznan-university-economics-and-business","https://study.gov.pl/poznan-university-economics-and-business","mailto:bachelor@ue.poznan.pl","English"
"Technological sciences","Product manager","Bachelor Programme","full-time programme","Cracow University of Economics","https://go-poland.pl/university/cracow-university-economics","https://study.gov.pl/cracow-university-economics-5","mailto:lisiecka@uek.krakow.pl","English"
"Technological sciences","Production engineering","Master's Programme","full-time programme","Poznan University of Technology","https://go-poland.pl/university/poznan-university-technology","https://study.gov.pl/poznan-university-technology-20","mailto:study@put.poznan.pl","English"
"Technological sciences","Production engineering","Bachelor Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/bsc-materials-design-and-logistics","mailto:iso@pcz.pl","English"
"Technological sciences","Production engineering","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-19","mailto:students.cwm@pw.edu.pl","English"
"Humanities","Project and Process Management","Master's Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-20","mailto:admissions@civitas.edu.pl","English"
"Social sciences","Psychology","Long cycle Master's Programme (9-12 semesters)","full-time programme","Kazimierz Wielki University","https://go-poland.pl/university/kazimierz-wielki-university","https://study.gov.pl/kazimierz-wielki-university-3","mailto:bwm@ukw.edu.pl","English"
"Social sciences","Psychology","Long cycle Master's Programme (9-12 semesters)","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-12","mailto:info@psychology.pl","English"
"Humanities","Psychology","Bachelor Programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-5","mailto:admissions@swps.edu.pl","English"
"Social sciences","Psychology","Doctoral studies","full-time programme","Graduate School for Social Research, Institute of Philosophy & Sociology, Polish Academy of Sciences","https://study.gov.pl/university/gssr-0","https://study.gov.pl/gssr-2","mailto:sns@ifispan.edu.pl","English"
"Humanities","Psychology","Master's Programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-1","mailto:admissions@swps.edu.pl","English"
"Humanities","Psychology","Bachelor Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-0","mailto:ENROLLMENT@VIZJA.PL","English"
"Humanities","Psychology","Master's Programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-0","mailto:admissions@swps.edu.pl","English"
"Humanities","Psychology","Master's Programme","full-time programme","SWPS University","https://english.swps.pl/","https://study.gov.pl/swps-university-8","mailto:admissions@swps.edu.pl","English"
"Humanities","Psychology","Master's Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-2","mailto:ENROLLMENT@VIZJA.PL","English"
"Social sciences","Public management","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-8","mailto:joanna.skrzypczynska@amu.edu.pl","English"
"Social sciences","Public relations, marketing and new media","Bachelor Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-5","mailto:admissions@civitas.edu.pl","English"
"Social sciences","Public relations, marketing and new media","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-14","mailto:study.media@uwr.edu.pl","English"
"Humanities","Public relations, marketing and new media","Master's Programme","full-time programme","University of Silesia in Katowice","https://go-poland.pl/university/university-silesia-katowice","https://study.gov.pl/creative-management-new-media-ma","mailto:admission@us.edu.pl","English"
"Social sciences","Quantitative asset and risk management","Master's Programme","full-time programme","University of Economics in Katowice","https://www.ue.katowice.pl/en.html","https://study.gov.pl/quantitative-asset-and-risk-management-arima-masters-degree-program","mailto:admissions@ue.katowice.pl","English"
"Science","Quantitative methods in economics and information systems","Bachelor Programme","full-time programme","SGH Warsaw School of Economics","https://go-poland.pl/university/warsaw-school-economics-sgh","https://study.gov.pl/sgh-warsaw-school-economics-12","mailto:admission@sgh.waw.pl","English"
"Humanities","Russian, Central and East European studies","Master's Programme","full-time programme","Pomeranian University in Słupsk","http://www.apsl.edu.pl/","https://study.gov.pl/pomeranian-university-slupsk-0","mailto:rekrutacja@apsl.edu.pl","Russian"
"Humanities","Russian, Central and East European studies","Bachelor Programme","full-time programme","Pomeranian University in Slupsk","http://www.apsl.edu.pl/","https://study.gov.pl/pomeranian-university-slupsk-3","mailto:rekrutacja@apsl.edu.pl","Russian"
"Humanities","Scandinavian module","Non-degree programme","part-time programme","Cracow University of Economics","https://go-poland.pl/university/cracow-university-economics","https://study.gov.pl/cracow-university-economics-10","mailto:magdalena.krasowska@uek.krakow.pl","English"
"Technological sciences","Science and technology","Master's Programme","full-time programme","Engineering and Management of Space Systems-EN","http://www.pg.edu.pl","https://study.gov.pl/gdansk-university-technology-6","mailto:study@pg.edu.pl","English"
"Technological sciences","Science and technology","Bachelor Programme","full-time programme","Lodz University of Technology","https://p.lodz.pl/en","https://study.gov.pl/lodz-university-technology-20","mailto:foreignstudents@info.p.lodz.pl","English"
