"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"Carlos III de Madrid","UC3M European Master of Science in Nuclear Fusion and Engineering Physics","Master","English","100%","ENGINEERING AND BASIC SCIENCES","120","84","120","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371208978005/1371219633369/Master_in_Plasma_Physics_and_Nuclear_Fusion "
"Carlos III de Madrid","Master in Telematics Engineering","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","84","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209087726/1371219633369/Master_in_Telematic_Engineering"
"Carlos III de Madrid","Master in Multimedia and Communication","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","84","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209061191/1371219633369/Master_in_Multimedia_and_Communications"
"Carlos III de Madrid","Master in Space Engineering","Master","English","100%","ENGINEERING AND BASIC SCIENCES","90","10.000 per year","90","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209664413/1371219633369/Master_in_Aircraft_Systems_Integration "
"Carlos III de Madrid","Master in Internatinal Advocacy","Master","English",">50%","LAW",">30","225","60",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371224472810/1371219633369/Master_in_International_Advocacy"
"Carlos III de Madrid","Master in European Union Law","Master","English",">50%","LAW",">45","150","90",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209310840/1371219633369/Master_in_European_Union_Law"
"Carlos III de Madrid","Master in Management UC3M- ESCP Europe","Master","English",">50%","BUSINESS",">60","19.900 per year","120",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","http://www.escpeurope.eu/escp-europe-programmes/master-in-management/overview-master-in-management-escp-europe-business-school/master-in-management-mim-escp-europe-business-school/key-features-master-in-management-escp-europe-business-school/ "
"Carlos III de Madrid","Master in International Business Administration","Master","English",">50%","CONTINUING EDUCATION",">30","6.600 per year","60",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209399188/1371219633369/Master_in_International_Business_Administration "
"Carlos III de Madrid","Master in Advertising Communication","Master","English",">50%","HUMANITIES AND COMMUNICATION",">30","165","60",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1438595560289/1371219633369/Master_in_Advertising_Communication"
"Carlos III de Madrid","Master in Mathematical Engineering","Master","English",">50%","ENGINEERING AND BASIC SCIENCES",">45","84","90",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209026440/1371219633369/Master_in_Mathematical_Engineering"
"Carlos III de Madrid","Double Master?s Degree in Legal pratice and International Advocacy","Master","English",">50%","LAW",">60","331.20/ ECTS for Master?s Degree in Legal pratice
						225 / ECTS for Master?s Degree International Advocacy","123",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/TextoMixta/1371225708225/Double_Master_Degree_in_Legal_Practice_and_International_Advocacy#program "
"Carlos III de Madrid","Double Master?s Degree in Legal pratice and European Union Law","Master","English",">50%","LAW",">62","331.20 / ECTS for Master?s Degree in Legal pratice 
						150 / ECTS for  Master?s Degree in European Union Law","124",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/TextoMixta/1371209300672/Double_Master_Degree_in_Legal_Practice_and_European_Union_Law "
"Carlos III de Madrid","Master in Geopolitics and Strategic Studies","Master","English","100%","BUSINESS","90","195","90","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371237158960/1371219633369/Master_in_Geopolitics_and_Strategic_Studies"
"Carlos III de Madrid","Master in Statistics for Data Science","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","120","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371237139502/1371219633369/Master_in_Stadistics_for_Data_Science"
"Carlos III de Madrid","Double Master?s Degree in Telecomunication Engineering and Telematics Engineering","Master","English",">50%","ENGINEERING AND BASIC SCIENCES",">60","154,80 / ECTS for Master?s Degree in Telecomunication Engineering 
						84,07 / ECTS for Master?s Degree  Telematics Engineering","120",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/TextoMixta/1371209490508/Double_Master_Degree_in_Telecommunications_Engineering_and_Telematics_Engineering"
"Carlos III de Madrid","Double Master?s Degree in Telecomunication Engineering and Multimedia and Communication","Master","English",">50%","ENGINEERING AND BASIC SCIENCES",">60","154,80 / ECTS for Master?s Degree in Telecomunication Engineering
						84,07 / ECTS for Master's Degree in Multimedia and Communication","120",">50%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/TextoMixta/1371209488573/Double_Master_Degree_in_Telecommunications_Engineering_and_Multimedia_and_Communications"
