"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"EnvEuro - European Master in Environmental Science","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Environment, Sustainability and Global Development, Master Programme","Södertörn University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.222141,17.939555
"Environment, Sustainability and Global Development, Master Programme (INT)","Södertörn University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.222141,17.939555
"Environmental Communication and Management - Master's Programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Environmental Sciences","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Environmental Sciences","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Evolutionary Ecology, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Experimental and Medical Biosciences, Master's Programme (International admissions round)","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Aeronautical Engineering, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Agricultural Economics and Management - Master's Programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"AI Engineering (master)","Jönköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.947492,16.124203
"Applied Mathematics Programme","Linnaeus University (Kalmar Växjö)","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.878848,14.805986
"Applied Mechanics, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Arctic Mineral Resources, specialization Mineral Entrepreneurship, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Arctic Mineral Resources, specialization Mineral Resource Management, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Artificial Intelligence - Bachelor Programme in Computer Science","Karlstad University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.405885,13.581562
"Artificial Intelligence - Bachelor Programme in Computer Science","Karlstad University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.405885,13.581562
"Bachelor in Sustainable Enterprise Development","Jönköping University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.947492,16.124203
"Bachelor of Science Program in Business and Economics","Stockholm School of Economics","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.847451,13.322399
"Bachelor of Science Program in Retail Management","Stockholm School of Economics","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.847451,13.322399
"Bachelor of Science Programme in Life Science - Bachelor of Science Programme in Life Science","Umeå University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.922954,13.247561
"Bachelor of Science Programme in Life Science - Bachelor of Science Programme in Life Science","Umeå University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.922954,13.247561
"Bachelor programme in Computer Game Development and Programming, International students","Luleå University of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.847064,14.821725
"Bachelor Programme in Computer graphics for game and film, International students","Luleå University of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.847064,14.821725
"Bachelor Programme in Computer Science and Engineering, specializing in the Internet of Things","Kristianstad University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",60.511783,17.430265
"Bachelor Programme in Mineral Resource Engineering,International students","Luleå University of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.847064,14.821725
"Bachelor Programme in Software Development","Kristianstad University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",60.511783,17.430265
"Bachelor's Programme in Energy Transition - Sustainability and Leadership","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Bachelor's Programme in Game Design and Graphics","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Bachelor's Programme in Game Design and Programming","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Bachelor's Programme in Game Design and Project Management","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Bachelor's Programme in Information and Communication Technology","KTH Royal Institute of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.423143,12.953234
"Bachelor's Programme in Leadership - Quality Management - Improvement - Campus","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Biomedical Engineering, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Biomedical Engineering, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Biotechnology, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Business Development and Marketing - Masters Programme","University of Skövde","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.664831,16.692259
"Business Process Control and Supply Chain Management, Master Programme - Frontiers in Logistics & Supply Chain Management","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Business Process Control and Supply Chain Management, Master Programme - Frontiers in Management Accounting & Process-based Control","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Chemistry, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",56.878848,14.805986
"Complex Adaptive Systems, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Computational Methods in Engineering - Master's Programme","University of Skövde","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.664831,16.692259
"Computer Science - Algorithms, Languages and Logic, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Computer Science, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Computer Science: Applied Data Science, Master's Program (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Science: Applied Data Science, Master's Program (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Science: Innovation for Change in a Digital Society, Master's Program (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Science: Innovation for Change in a Digital Society, Master's Program (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Science: Internet of Things, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Science: Internet of Things, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computer Systems and Cybersecurity, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Cybersecurity (one year master)","Jönköping University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",58.947492,16.124203
"Cybersecurity and Network Administration","University of Skövde","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",60.664831,16.692259
"Cybersecurity, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Data Science and AI, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Data Science and Information Engineering, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Design and Construction Project Management, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Digital Product Development (master)","Jönköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.947492,16.124203
